employee_id,year,regular_pay,retro_pay,other_pay,ot_pay,injured_pay,detail_pay,quinn_pay,total_pay
11132,2012,70430.49,0.0,4942.97,6512.5,0.0,21928.0,0.0,103813.96
106666,2021,73507.46,,850.0,5270.33,23821.04,368.0,,103816.83
91925,2017,8994.77,1498.38,5020.33,2527.63,85778.22,,,103819.33
52976,2017,85692.11,3548.07,3963.03,3761.98,,,6856.54,103821.73
9223,2011,69385.8,0.0,800.0,14476.49,0.0,11389.0,7777.47,103828.76
83212,2016,82383.86,,800.0,5247.77,,,15398.24,103829.87
118206,2021,74491.7,,800.0,18744.61,,9798.0,,103834.31
106714,2016,79711.97,,800.0,11166.85,875.16,5152.0,6129.11,103835.09
11734,2014,75720.81,11168.78,1074.97,3119.04,0.0,0.0,12766.35,103849.95
11542,2011,70782.4,0.0,6294.8,18538.67,0.0,8241.0,0.0,103856.87
11295,2012,89620.22,0.0,800.0,1100.62,0.0,1440.0,10904.66,103865.5
148257,2021,23910.65,,850.0,10656.07,66058.25,2392.0,,103866.97
11752,2013,68276.21,0.0,3576.61,22244.99,0.0,2912.0,6867.73,103877.54
114273,2018,86875.59,,800.0,248.78,,,15965.39,103889.76
9772,2017,,,850.0,,103040.09,,,103890.09
131284,2016,79062.78,,800.0,15877.23,3280.43,4876.0,,103896.44
10304,2015,8.8,0.0,800.0,0.0,90197.43,0.0,12901.99,103908.22
103753,2011,70037.19,0.0,850.0,21432.82,0.0,1787.0,9811.01,103918.02
11393,2014,43842.17,0.0,8157.03,15036.1,29560.25,0.0,7340.45,103936.0
95184,2016,79420.26,,3300.0,13190.53,1166.87,736.0,6129.11,103942.77
116909,2014,76396.79,7197.46,816.17,9441.41,0.0,10092.0,0.0,103943.83
103598,2016,80587.13,,800.0,4774.77,,2622.0,15173.47,103957.37
95176,2017,90207.67,4272.11,800.0,8683.96,,,,103963.74
102950,2021,47197.66,,850.0,3544.92,51464.1,920.0,,103976.68
108886,2011,69659.92,0.0,800.0,24596.19,0.0,8932.0,0.0,103988.11
11528,2016,87947.47,,8013.15,8033.97,,,,103994.59
126552,2016,82383.86,,800.0,19661.06,,1150.0,,103994.92
144420,2018,73006.92,,800.0,22004.98,,8188.0,,103999.9
11067,2015,74730.97,0.0,4785.65,17021.13,0.0,0.0,7473.31,104011.06
10590,2017,,380.19,850.0,,102782.84,,,104013.03
12026,2012,64718.03,0.0,800.0,3707.87,0.0,34788.0,0.0,104013.9
76945,2016,85356.85,,800.0,11401.38,,6486.0,,104044.23
10304,2014,23411.52,4766.27,800.0,54.98,63960.49,0.0,11051.08,104044.34
9675,2011,76264.15,0.0,800.0,10489.38,797.13,7181.0,8548.65,104080.31
95177,2011,68944.26,0.0,800.0,26046.21,504.62,0.0,7789.3,104084.39
11335,2016,85086.69,,800.0,5595.35,,,12608.7,104090.74
10545,2013,73402.42,0.0,800.0,20713.77,0.0,0.0,9175.4,104091.59
10700,2012,69701.2,0.0,800.0,8466.41,0.0,16414.0,8712.86,104094.47
98637,2016,85102.68,,800.0,6976.71,,11224.0,,104103.39
11374,2015,0.0,0.0,12128.8,0.0,77716.43,0.0,14264.86,104110.09
96730,2014,81017.18,8563.8,891.61,6888.19,304.91,6451.0,0.0,104116.69
11693,2011,49980.0,0.0,6324.45,23414.55,21837.84,2573.0,0.0,104129.84
83212,2015,82004.78,0.0,800.0,4241.82,0.0,2208.0,14881.71,104136.31
116926,2018,89939.3,,3300.0,10904.93,,,,104144.23
86121,2012,69842.15,0.0,800.0,3173.57,0.0,30330.0,0.0,104145.72
140308,2021,,,850.0,,93905.48,,9390.6,104146.08
103516,2016,78506.97,,800.0,5598.45,3876.89,,15398.24,104180.55
11723,2014,82421.51,10972.09,808.81,7872.56,304.95,1819.0,0.0,104198.92
99755,2016,82844.58,,2299.45,17865.68,,1196.0,,104205.71
11519,2012,54155.92,0.0,800.0,6533.08,15580.28,23662.0,3485.17,104216.45
10803,2011,68745.67,0.0,5467.55,7198.75,0.0,13178.0,9630.69,104220.66
11642,2013,71077.04,0.0,3366.52,19244.83,0.0,10533.0,0.0,104221.39
54014,2012,69385.81,0.0,800.0,10258.33,0.0,16855.0,6938.8,104237.94
95184,2011,67692.61,0.0,887.11,13571.73,493.63,15858.0,5740.44,104243.52
105623,2015,79167.92,0.0,800.0,8880.4,849.66,2668.0,11898.38,104264.36
103580,2013,70129.79,0.0,800.0,24577.51,0.0,1712.0,7054.14,104273.44
8617,2012,73402.42,0.0,800.0,11288.82,0.0,11449.0,7340.45,104280.69
148309,2018,72288.96,,800.0,19524.39,,4784.0,6888.02,104285.37
11672,2014,76396.79,11351.46,2526.66,1143.57,0.0,0.0,12876.21,104294.69
107289,2018,27611.92,,850.0,11780.48,64057.95,,,104300.35
104744,2015,79883.39,0.0,800.0,21541.12,0.0,2080.0,0.0,104304.51
86206,2011,68231.24,0.0,2034.05,5890.65,0.0,18604.0,9551.77,104311.71
83205,2015,82861.64,0.0,800.0,6454.5,0.0,14200.0,0.0,104316.14
51224,2017,90105.49,3488.7,1832.95,8939.82,,,,104366.96
103764,2011,69673.68,0.0,800.0,13820.68,0.0,20076.0,0.0,104370.36
96730,2015,86331.52,0.0,800.0,12521.66,0.0,4720.0,0.0,104373.18
106707,2017,86548.93,2716.25,800.0,3044.97,,11270.0,,104380.15
9700,2014,25.88,906.16,9260.81,0.0,94187.98,0.0,0.0,104380.83
12203,2012,69701.2,0.0,3300.0,9857.79,0.0,12846.0,8712.86,104417.85
10700,2013,69798.29,0.0,800.0,11963.63,0.0,13087.0,8775.94,104424.86
110929,2012,66618.7,0.0,850.0,17978.82,0.0,18987.0,0.0,104434.52
11402,2016,0.0,,9447.64,,95004.0,,,104451.64
91932,2015,72937.42,0.0,800.0,20326.9,1129.27,0.0,9258.43,104452.02
9956,2012,73402.42,0.0,4835.65,11898.4,0.0,5148.0,9175.4,104459.87
11704,2015,87111.52,0.0,800.0,12591.59,0.0,3965.0,0.0,104468.11
108897,2011,68979.05,0.0,800.0,12329.81,0.0,22364.0,0.0,104472.86
10039,2011,72239.08,0.0,7739.71,20282.52,793.1,3425.0,0.0,104479.41
11360,2011,70571.85,0.0,3349.52,8421.32,0.0,22147.0,0.0,104489.69
9700,2017,,,8900.07,,95593.33,,,104493.4
11808,2011,64592.64,0.0,5761.72,18140.15,3783.31,2639.0,9577.94,104494.76
157638,2021,82742.4,,800.0,17460.21,,3496.0,,104498.61
140307,2017,75249.54,1214.17,800.0,24163.76,,3082.0,,104509.47
126493,2014,68326.04,2939.27,807.33,14525.42,1273.53,3495.0,13188.24,104554.83
93478,2014,62905.97,4855.26,3319.71,18104.99,0.0,6897.0,8486.48,104569.41
10170,2018,99134.53,,850.0,4604.56,,,,104589.09
10540,2011,74627.55,0.0,800.0,13453.61,0.0,12536.0,3177.47,104594.63
126582,2015,81550.05,0.0,800.0,15522.99,0.0,6730.0,0.0,104603.04
103611,2012,69771.2,0.0,800.0,23717.07,0.0,1487.0,8832.56,104607.83
10807,2011,73070.28,0.0,2659.97,11494.25,0.0,7142.0,10241.6,104608.1
11462,2013,68745.9,0.0,4527.65,11330.01,0.0,11372.0,8643.46,104619.02
108890,2012,68376.57,0.0,800.0,18637.66,1009.24,7123.0,8673.44,104619.91
12212,2011,68181.24,0.0,800.0,5411.7,0.0,30229.0,0.0,104621.94
10736,2014,73402.42,0.0,6446.34,15614.37,0.0,0.0,9175.4,104638.53
12317,2018,56906.99,,850.0,10229.9,34353.21,2300.0,,104640.1
10312,2021,20883.07,,24799.36,14513.91,44091.4,368.0,,104655.74
86170,2021,76461.08,,12297.92,608.71,,,15292.34,104660.05
74879,2015,80255.3,0.0,800.0,8848.35,0.0,3052.0,11705.65,104661.3
116947,2012,58495.94,0.0,0.0,10786.22,911.2,34482.0,0.0,104675.36
10940,2011,61245.32,0.0,850.0,29783.97,10904.02,1924.0,0.0,104707.31
10141,2018,102841.23,,850.0,1026.63,,,,104717.86
103545,2015,82150.0,0.0,800.0,16037.51,0.0,5734.0,0.0,104721.51
10061,2013,29346.87,0.0,5533.67,5918.53,44762.48,19161.0,0.0,104722.55
102400,2013,58623.32,0.0,800.0,18112.52,9687.28,5600.0,11900.41,104723.53
135956,2016,74596.18,,800.0,13228.93,,16100.0,,104725.11
11396,2014,82187.19,14141.5,800.0,9302.4,0.0,0.0,-1703.96,104727.13
11736,2013,68276.21,0.0,4008.53,25576.6,0.0,0.0,6867.73,104729.07
103599,2017,88625.2,2766.15,800.0,5653.94,,6900.0,,104745.29
12139,2012,71290.53,0.0,800.0,8540.44,0.0,24131.0,0.0,104761.97
75657,2012,69701.2,0.0,800.0,24101.0,0.0,10168.0,0.0,104770.2
10535,2011,69491.98,0.0,6237.13,19005.5,0.0,296.0,9743.56,104774.17
10437,2011,73600.47,0.0,800.0,6385.74,0.0,23997.0,0.0,104783.21
10736,2015,74730.97,0.0,6114.2,14606.25,0.0,0.0,9341.47,104792.89
102384,2021,40577.41,,800.0,3246.84,60176.79,,,104801.04
11754,2016,26616.56,,7845.55,,57799.32,,12541.82,104803.25
93870,2012,68181.24,0.0,800.0,10560.06,0.0,16755.0,8522.8,104819.1
8952,2012,87823.2,0.0,3979.12,2047.73,0.0,0.0,10978.11,104828.16
106707,2021,99391.08,,800.0,4648.13,,,,104839.21
10165,2016,86112.4,,800.0,4865.31,,368.0,12711.52,104857.23
52770,2013,70961.79,0.0,800.0,9679.14,0.0,23434.0,0.0,104874.93
135942,2016,74177.5,,800.0,20055.44,,9844.0,,104876.94
135947,2021,,,10571.43,,94315.52,,,104886.95
98645,2012,69842.75,0.0,1417.03,11825.1,0.0,13082.0,8720.47,104887.35
144497,2018,75815.04,,800.0,19141.93,,9154.0,,104910.97
103775,2016,82383.86,,800.0,5229.5,,1104.0,15398.24,104915.6
135952,2018,87522.7,,800.0,16228.61,,368.0,,104919.31
10386,2012,73402.42,0.0,9767.71,13891.34,0.0,518.0,7340.45,104919.92
11320,2011,69398.91,0.0,2434.45,25931.6,0.0,3298.0,3886.4,104949.36
12029,2012,69701.2,0.0,800.0,5187.24,0.0,20568.0,8712.86,104969.3
93861,2015,80813.64,0.0,5080.19,4373.72,0.0,0.0,14702.75,104970.3
102413,2012,65684.29,0.0,3300.0,25642.8,0.0,5841.0,4533.84,105001.93
140336,2018,21662.85,,800.0,2742.73,64038.39,,15762.43,105006.4
11583,2013,69482.9,0.0,800.0,18315.04,0.0,9435.0,6989.27,105022.21
10386,2011,73402.42,0.0,8239.88,14231.32,0.0,925.0,8229.47,105028.09
102335,2013,67083.01,0.0,800.0,15849.73,1234.06,20077.0,0.0,105043.8
12266,2013,22233.51,0.0,800.0,10184.17,49720.05,22124.0,0.0,105061.73
10794,2013,71667.05,0.0,7999.29,23713.34,0.0,1688.0,0.0,105067.68
83205,2014,78007.27,9388.7,800.0,3971.14,577.06,12324.0,0.0,105068.17
11982,2012,69701.2,0.0,4584.68,19172.36,0.0,11612.0,0.0,105070.24
126474,2014,69599.57,3086.52,807.33,14782.49,18.54,10184.0,6598.77,105077.22
148255,2021,91370.76,,800.0,6000.62,,2576.0,4341.16,105088.54
10448,2012,73402.42,0.0,9435.57,5685.44,0.0,12895.0,3670.16,105088.59
11324,2015,83774.38,0.0,3300.0,2891.67,0.0,0.0,15124.99,105091.04
10950,2018,,,800.0,,104303.93,,,105103.93
11118,2011,69385.8,0.0,800.0,11443.41,0.0,15701.0,7777.47,105107.68
10044,2014,80031.38,10293.64,3816.61,157.71,0.0,0.0,10809.83,105109.17
102345,2015,78799.75,0.0,800.0,8861.36,0.0,5110.0,11544.36,105115.47
8977,2012,73402.42,0.0,6114.2,16427.26,0.0,0.0,9175.4,105119.28
98643,2016,80587.13,,850.0,11355.61,,184.0,12158.9,105135.64
108887,2014,76396.79,9368.92,800.0,12825.23,12.34,592.0,5150.62,105145.9
50513,2021,,,11190.9,,93969.72,,,105160.62
12280,2015,87589.71,0.0,800.0,13035.81,0.0,3736.0,0.0,105161.52
116168,2012,62746.04,0.0,800.0,20443.67,0.0,21178.0,0.0,105167.71
51415,2011,68813.97,0.0,800.0,8833.09,0.0,26735.0,0.0,105182.06
10594,2011,75302.49,0.0,4888.82,16560.12,0.0,0.0,8442.63,105194.06
116110,2018,3521.41,,800.0,702.48,84071.66,,16111.53,105207.08
11614,2013,75302.5,0.0,800.0,19717.36,0.0,0.0,9412.91,105232.77
116889,2021,97532.05,,800.0,6905.91,,,,105237.96
89907,2013,62599.14,0.0,800.0,23974.55,3596.52,14285.0,0.0,105255.21
131274,2015,73126.25,0.0,800.0,16129.11,0.0,15202.0,0.0,105257.36
135977,2017,52761.33,1384.55,800.0,8721.06,31947.77,2668.0,6979.79,105262.5
10941,2012,71817.85,0.0,850.0,8482.18,0.0,24125.0,0.0,105275.03
10173,2015,93805.17,0.0,850.0,10630.72,0.0,0.0,0.0,105285.89
11318,2015,85074.49,0.0,800.0,4678.83,0.0,2472.0,12264.34,105289.66
91933,2015,80813.64,0.0,800.0,8974.24,0.0,0.0,14702.75,105290.63
12226,2012,65285.74,0.0,800.0,10016.92,4415.46,24793.0,0.0,105311.12
11443,2014,75581.97,9773.39,800.0,5073.69,1101.15,0.0,12982.91,105313.11
11456,2014,73402.42,0.0,2925.68,19811.05,0.0,0.0,9175.4,105314.55
118532,2017,67617.68,432.45,800.0,20990.34,,15502.0,,105342.47
11095,2014,79619.66,9173.11,848.52,686.53,1606.85,0.0,13433.62,105368.29
113669,2021,73425.59,,800.0,17459.71,,10166.0,3517.35,105368.65
103757,2012,68181.24,0.0,800.0,8501.91,0.0,21078.0,6818.37,105379.52
11606,2013,55362.71,0.0,800.0,10396.77,14450.19,15603.0,8778.03,105390.7
11908,2013,68221.34,0.0,800.0,11381.61,0.0,21568.0,3431.55,105402.5
10170,2017,99349.53,1382.78,850.0,3861.17,,,,105443.48
102933,2012,62912.14,0.0,1597.91,14047.81,0.0,26889.0,0.0,105446.86
12262,2012,71492.88,0.0,800.0,15619.38,0.0,17545.0,0.0,105457.26
11318,2014,78101.04,10651.14,800.0,5046.12,0.0,333.0,10530.82,105462.12
102337,2015,80813.64,0.0,7547.23,11200.03,0.0,0.0,5910.96,105471.86
131269,2016,80587.13,,800.0,14553.19,,9568.0,,105508.32
135935,2017,84709.1,1307.09,800.0,18701.14,,,,105517.33
81766,2017,68355.16,432.45,800.0,21618.58,,11454.0,2859.67,105519.86
10146,2013,73402.42,0.0,4171.38,18779.53,0.0,0.0,9175.4,105528.73
8116,2015,88238.3,0.0,800.0,679.54,0.0,0.0,15819.13,105536.97
8658,2014,89063.04,10470.25,5632.17,380.06,0.0,0.0,0.0,105545.52
12029,2013,58725.62,0.0,800.0,4139.15,11072.67,22039.0,8775.94,105552.38
93863,2021,100294.64,,800.0,4470.38,,,,105565.02
10316,2015,87424.84,0.0,8380.8,9762.65,0.0,0.0,0.0,105568.29
12021,2011,40632.23,0.0,850.0,9445.38,29078.96,15819.0,9764.77,105590.34
99734,2013,72437.34,0.0,800.0,23335.86,0.0,0.0,9023.53,105596.73
11532,2015,87111.52,0.0,800.0,13428.95,0.0,4259.0,0.0,105599.47
93868,2016,80781.4,,800.0,17879.4,,,6138.87,105599.67
11443,2015,75578.59,0.0,800.0,20866.16,0.0,0.0,8355.5,105600.25
157724,2021,82113.36,,800.0,16249.98,,6440.0,,105603.34
99719,2016,83478.8,,5420.97,15348.55,1001.2,368.0,,105617.52
103588,2013,68317.07,0.0,850.0,15192.81,0.0,21271.0,0.0,105630.88
80943,2012,68181.24,0.0,2034.05,10369.65,0.0,25052.0,0.0,105636.94
116896,2017,86707.1,1927.51,800.0,16207.21,,,,105641.82
103551,2016,85001.13,,800.0,5557.44,,1528.0,12757.26,105643.83
135952,2017,83568.41,1324.92,800.0,15492.31,,4462.0,,105647.64
11118,2012,69577.81,0.0,4143.13,2876.68,0.0,22099.0,6958.0,105654.62
9047,2012,35016.16,0.0,4558.72,22116.4,39250.37,4714.0,0.0,105655.65
106691,2011,68181.24,0.0,2121.16,17358.92,0.0,17996.0,0.0,105657.32
103779,2015,81280.94,0.0,800.0,8493.27,0.0,296.0,14791.23,105661.44
11579,2012,59419.48,0.0,800.0,2904.74,8704.77,25318.0,8515.76,105662.75
12280,2014,82761.2,9696.18,800.0,9469.53,283.6,2653.0,0.0,105663.51
11361,2013,69798.29,0.0,2111.56,26735.75,0.0,0.0,7020.81,105666.41
10938,2017,59446.53,2646.81,850.0,795.82,41929.78,,,105668.94
135986,2017,80683.1,931.37,800.0,14147.15,4336.4,4784.0,,105682.02
103537,2014,78101.04,10054.65,953.66,5654.66,408.44,0.0,10530.82,105703.27
80943,2013,69802.36,0.0,800.0,13519.06,0.0,21584.0,0.0,105705.42
11094,2013,68276.21,0.0,2959.59,25889.27,0.0,0.0,8584.51,105709.58
12263,2017,92921.63,6872.78,800.0,3019.86,2097.42,,,105711.69
8977,2011,73402.42,0.0,6446.34,15598.89,0.0,0.0,10283.11,105730.76
12112,2014,8.62,7541.77,5955.72,0.0,79357.62,0.0,12876.21,105739.94
95150,2014,78802.48,9781.73,2631.78,12370.42,374.5,1780.0,0.0,105740.91
116887,2015,82004.78,0.0,800.0,20804.29,0.0,2136.0,0.0,105745.07
106714,2015,79649.39,0.0,800.0,15177.19,566.44,3682.0,5875.06,105750.08
11579,2015,78445.73,0.0,800.0,1311.98,0.0,10876.0,14320.66,105754.37
11251,2021,,,800.0,,104960.65,,,105760.65
102342,2016,3727.78,,9001.12,2053.2,78656.08,,12338.56,105776.74
102673,2015,80297.55,0.0,3632.2,17487.66,0.0,4360.0,0.0,105777.41
8116,2014,80031.38,10223.72,1058.8,967.21,0.0,0.0,13512.19,105793.3
11320,2012,70032.7,0.0,850.0,27494.3,0.0,3922.0,3501.68,105800.68
103525,2011,63204.15,0.0,850.0,27136.14,6497.04,8130.0,0.0,105817.33
102384,2017,89737.31,3695.36,800.0,7574.92,2085.16,1932.0,,105824.75
11748,2013,71599.22,0.0,800.0,31189.82,0.0,2238.0,0.0,105827.04
103732,2012,68181.24,0.0,800.0,20097.98,0.0,8228.0,8522.8,105830.02
11095,2015,85726.3,0.0,800.0,3872.24,0.0,0.0,15431.91,105830.45
148257,2018,70570.67,,800.0,19699.74,799.66,13984.0,,105854.07
10973,2015,74730.97,0.0,4785.65,18865.57,0.0,0.0,7473.31,105855.5
140415,2021,74491.7,,800.0,22841.96,,552.0,7176.65,105862.31
11418,2014,76396.79,10797.29,800.0,4993.54,0.0,0.0,12876.21,105863.83
10666,2012,69701.2,0.0,3323.12,9903.27,0.0,14249.0,8712.86,105889.45
99755,2013,68310.6,0.0,800.0,20794.07,0.0,15986.0,0.0,105890.67
102369,2012,68181.24,0.0,3268.1,28241.66,0.0,6200.0,0.0,105891.0
62253,2015,85681.83,0.0,800.0,18839.06,0.0,592.0,0.0,105912.89
99878,2013,68978.28,0.0,800.0,17106.15,504.62,11537.0,6989.27,105915.32
11636,2016,93163.79,,800.0,1470.66,,10488.0,,105922.45
10438,2014,56928.39,0.0,6007.1,9202.24,16474.03,8139.0,9175.4,105926.16
98642,2012,67440.81,0.0,800.0,9636.24,0.0,24679.0,3371.97,105928.02
9617,2011,76145.02,0.0,800.0,19779.94,0.0,9212.0,0.0,105936.96
78557,2017,101143.74,,1873.15,2921.91,,,,105938.8
11119,2011,69701.19,0.0,850.0,9926.64,0.0,17653.0,7814.53,105945.36
10146,2014,73402.42,0.0,3307.82,20080.7,0.0,0.0,9175.4,105966.34
131217,2015,73321.68,0.0,800.0,9677.02,0.0,7354.0,14834.03,105986.73
126476,2015,75096.91,0.0,800.0,15348.47,6568.01,8175.0,0.0,105988.39
11632,2011,71557.87,0.0,850.0,4386.16,259.97,28991.0,0.0,106045.0
144446,2017,68355.16,432.45,800.0,23447.88,,13018.0,,106053.49
144429,2017,68355.16,432.45,800.0,19310.22,,17158.0,,106055.83
11472,2013,70811.53,0.0,2451.41,21756.4,522.35,10515.0,0.0,106056.69
116172,2013,67755.28,0.0,800.0,22002.38,0.0,15517.0,0.0,106074.66
157626,2021,76341.74,,800.0,16070.64,6978.82,5888.0,,106079.2
10575,2012,68285.71,0.0,3280.86,13945.86,0.0,13745.0,6828.41,106085.84
11350,2014,78101.04,11311.82,800.0,2418.21,0.0,296.0,13163.63,106090.7
10127,2011,70032.69,0.0,10271.58,17934.63,0.0,0.0,7851.82,106090.72
8349,2015,41196.72,0.0,7856.25,13773.17,37273.25,5992.0,0.0,106091.39
11753,2015,74730.97,0.0,6778.47,15887.93,0.0,1288.0,7473.31,106158.68
103567,2021,98661.76,,850.0,6650.65,,,,106162.41
153134,2021,88753.09,,800.0,6450.89,,10212.0,,106215.98
106709,2013,69798.29,0.0,800.0,18212.69,0.0,17421.0,0.0,106231.98
102337,2014,76640.65,9354.92,7125.84,7764.14,0.0,185.0,5167.62,106238.17
86197,2011,66096.48,0.0,800.0,24359.6,2728.95,2616.0,9637.67,106238.7
11065,2012,70833.33,0.0,7869.59,21922.04,0.0,5420.0,201.4,106246.36
103744,2013,69798.29,0.0,2061.56,27372.19,0.0,0.0,7020.81,106252.85
102677,2013,65625.16,0.0,858.99,27652.75,0.0,12116.0,0.0,106252.9
82917,2011,68201.24,0.0,850.0,24437.85,0.0,12764.0,0.0,106253.09
148287,2018,72887.72,,800.0,24522.47,,8050.0,,106260.19
81335,2014,77702.09,7487.58,808.09,15024.43,20.32,5229.0,0.0,106271.51
144334,2018,72436.41,,800.0,25170.97,,7866.0,,106273.38
102337,2016,81173.82,,2319.21,14752.67,,1886.0,6158.49,106290.19
116362,2016,84629.24,,1513.02,20152.88,,,,106295.14
116933,2013,65340.23,0.0,800.0,24683.23,0.0,15474.0,0.0,106297.46
106711,2015,74838.45,0.0,800.0,18182.62,0.0,736.0,11743.5,106300.57
95150,2016,85488.77,,800.0,19097.18,,920.0,,106305.95
86200,2012,68181.24,0.0,4502.15,21773.26,0.0,5034.0,6818.37,106309.02
103524,2011,68181.24,0.0,800.0,7950.5,0.0,29385.0,0.0,106316.74
102371,2012,68181.24,0.0,800.0,16142.94,0.0,14376.0,6818.37,106318.55
126561,2021,72008.87,,4260.9,30049.06,,,,106318.83
105416,2017,88857.38,,1601.65,15872.72,,,,106331.75
11723,2018,89561.11,,800.0,3136.52,8537.45,,4301.85,106336.93
102673,2014,75709.35,8358.46,808.09,18789.28,80.04,2595.0,0.0,106340.22
126552,2018,90701.33,,800.0,14840.01,,,,106341.34
97721,2011,69701.19,0.0,800.0,13414.09,0.0,14616.0,7814.53,106345.81
11396,2017,98179.34,3965.2,2588.73,1620.51,,,,106353.78
8685,2012,76882.29,0.0,3538.5,16261.92,0.0,9673.0,0.0,106355.71
144448,2017,68355.16,432.45,800.0,14924.45,,21850.0,,106362.06
11731,2013,73402.42,0.0,2709.97,21077.17,0.0,0.0,9175.4,106364.96
103768,2014,80225.99,7623.94,3300.0,15222.39,0.0,0.0,0.0,106372.32
148251,2018,72887.72,,800.0,30064.2,,2622.0,,106373.92
157623,2021,81178.22,,800.0,10254.37,2097.87,12052.0,,106382.46
95177,2013,69293.67,0.0,850.0,28715.93,504.62,0.0,7020.81,106385.03
116931,2017,75278.92,2312.81,800.0,5663.92,8947.12,,13384.76,106387.53
102193,2011,67293.36,0.0,2040.43,21626.91,1240.43,6503.0,7683.65,106387.78
11326,2012,73402.42,0.0,3457.1,25883.3,0.0,0.0,3670.16,106412.98
102403,2013,69802.36,0.0,800.0,11406.55,0.0,24408.0,0.0,106416.91
10930,2013,73402.42,0.0,6446.34,17396.29,0.0,0.0,9175.4,106420.45
116885,2012,59661.35,0.0,1114.17,14532.78,0.0,31119.0,0.0,106427.3
103533,2021,,,800.0,,96025.58,,9602.56,106428.14
108898,2021,,,800.0,,96025.58,,9602.56,106428.14
103761,2017,84610.15,3122.43,850.0,4152.11,,184.0,13511.99,106430.68
103765,2012,60491.8,0.0,3323.12,19889.2,9209.4,4817.0,8712.86,106443.38
89182,2021,102461.0,,800.0,3191.04,,,,106452.04
9388,2011,68533.79,0.0,7622.37,20696.84,0.0,0.0,9601.16,106454.16
97189,2013,69836.75,0.0,800.0,24593.42,0.0,11226.0,0.0,106456.17
11433,2014,77398.28,6114.23,3300.0,1166.41,4845.83,592.0,13040.65,106457.4
11523,2013,73402.42,0.0,800.0,19541.53,0.0,12730.0,0.0,106473.95
80415,2018,98929.56,,800.0,5653.04,1106.2,,,106488.8
135927,2018,85701.24,,1948.29,14058.37,,4784.0,,106491.9
93856,2015,81613.49,0.0,800.0,18711.15,1821.2,3552.0,0.0,106497.84
116892,2017,14585.91,3304.11,800.0,4316.16,70038.96,,13457.68,106502.82
11583,2011,69701.19,0.0,800.0,5069.29,0.0,23128.0,7814.53,106513.01
103524,2013,62763.85,0.0,800.0,10927.2,5553.22,26474.0,0.0,106518.27
102950,2014,76396.79,7890.26,858.09,10029.21,0.0,11351.0,0.0,106525.35
99877,2018,94177.0,,800.0,10997.79,,552.0,,106526.79
102936,2015,81671.87,0.0,800.0,22521.13,0.0,1552.0,0.0,106545.0
108899,2014,78101.04,10480.07,800.0,6642.95,0.0,0.0,10530.82,106554.88
10730,2011,64276.48,0.0,800.0,3588.07,5109.32,23057.0,9725.35,106556.22
102353,2011,69751.19,0.0,800.0,21379.02,0.0,0.0,14629.86,106560.07
10124,2016,84617.0,,850.0,8319.02,,230.0,12561.77,106577.79
97301,2015,55103.76,0.0,800.0,26082.52,20393.25,185.0,4022.73,106587.26
103751,2011,66513.56,0.0,800.0,7616.4,1727.68,20383.0,9551.77,106592.41
9209,2012,69701.2,0.0,800.0,11180.82,0.0,16210.0,8712.86,106604.88
10070,2014,24532.94,0.0,10049.85,8088.57,50769.56,3756.0,9412.91,106609.83
102282,2011,69070.41,0.0,800.0,14745.51,0.0,21997.0,0.0,106612.92
9763,2011,73935.02,0.0,800.0,6411.79,0.0,25503.0,0.0,106649.81
11606,2012,53554.42,0.0,800.0,10507.35,16161.39,16916.0,8714.72,106653.88
9551,2013,75646.02,0.0,7278.76,5701.52,0.0,11174.0,6867.73,106668.03
9303,2021,22682.52,,73393.1,5133.46,,,5461.54,106670.62
9364,2012,74708.67,0.0,5782.07,17005.54,0.0,0.0,9175.4,106671.68
108997,2015,73101.24,0.0,0.0,33594.57,0.0,0.0,0.0,106695.81
10583,2014,76379.03,0.0,2761.75,27584.19,0.0,0.0,0.0,106724.97
9349,2013,68276.21,0.0,7587.27,22277.56,0.0,0.0,8584.51,106725.55
102682,2012,63198.99,0.0,3078.02,18602.05,0.0,21855.0,0.0,106734.06
50778,2011,66358.06,0.0,2061.56,25413.67,3343.13,5655.0,3904.84,106736.26
103771,2011,44217.67,0.0,1746.17,15924.25,25483.52,15461.0,3904.84,106737.45
11423,2016,95004.0,,800.0,10934.54,,,,106738.54
11810,2013,89412.95,0.0,800.0,1588.23,0.0,4048.0,10904.66,106753.84
11423,2014,84475.75,10806.75,808.81,10342.13,138.2,185.0,0.0,106756.64
101940,2016,80003.69,,800.0,18795.2,583.44,6578.0,,106760.33
88741,2011,69701.19,0.0,800.0,24971.68,0.0,11288.0,0.0,106760.87
11461,2012,78246.28,0.0,3300.0,8131.92,0.0,7308.0,9780.95,106767.15
11124,2014,87255.66,10682.25,800.0,6762.41,547.05,724.0,0.0,106771.37
102191,2017,64025.08,15.89,800.0,34944.99,,6992.0,,106777.96
140336,2021,,,800.0,,88316.19,,17663.05,106779.24
12226,2011,64917.26,0.0,800.0,12513.67,4793.93,23764.0,0.0,106788.86
81399,2018,92792.9,,800.0,11463.89,1736.38,,,106793.17
11725,2014,76396.79,11329.31,2999.78,3191.37,0.0,0.0,12876.21,106793.46
11467,2015,82771.6,0.0,949.76,11119.56,0.0,0.0,11968.05,106808.97
